,Internal Contact ID,Latitude,Longitude,BOROUGH,CUR_UNIT11,DEVELOPMEN,NONRES_BLD,RES_BLDG,TDS_NUM,TOT_POP11
89,912,40.7173846,-73.9782433,MANHATTAN,2194.0,BARUCH,1.0,17.0,060,5274.0
94,917,40.6941761,-73.9811179,BROOKLYN,1826.0,INGERSOLL,1.0,20.0,014,3227.0
168,1092,40.791862,-73.969814,MANHATTAN,70.0,WSUR (SITE A) 120 WEST 94TH STREET,0.0,1.0,151,154.0
169,1093,40.790859,-73.9674129,MANHATTAN,40.0,REHAB PROGRAM (WISE REHAB),0.0,1.0,517,63.0
170,1094,40.8847129,-73.843554,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
171,1095,40.8471022,-73.8879594,BRONX,219.0,TWIN PARKS EAST (SITE 9),0.0,1.0,287,229.0
202,1127,40.694918,-73.9421909,BROOKLYN,84.0,BEDFORD-STUYVESANT REHAB,0.0,3.0,311,193.0
204,1129,40.7049594,-73.9413143,BROOKLYN,509.0,BORINQUEN PLAZA I,2.0,8.0,243,1183.0
205,1130,40.718419,-73.93848,BROOKLYN,700.0,COOPER PARK,0.0,11.0,069,1566.0
209,1134,40.6947766,-73.9821425,BROOKLYN,1826.0,INGERSOLL,1.0,20.0,014,3227.0
224,1150,40.6755216,-74.0057678,BROOKLYN,1407.0,RED HOOK EAST,2.0,16.0,004,2940.0
225,1151,40.674648,-74.0052141,BROOKLYN,1407.0,RED HOOK EAST,2.0,16.0,004,2940.0
227,1153,40.574955,-73.992542,BROOKLYN,375.0,CONEY ISLAND I (SITES 4 & 5),1.0,1.0,216,1109.0
240,1170,40.7047738,-73.9418603,BROOKLYN,509.0,BORINQUEN PLAZA I,2.0,8.0,243,1183.0
241,1174,40.800879,-73.955525,MANHATTAN,156.0,REHAB PROGRAM (TAFT REHABS),0.0,3.0,516,314.0
272,1242,40.7981223,-73.9428875,MANHATTAN,1299.0,JOHNSON,0.0,10.0,017,2763.0
296,1279,40.8197037,-73.9184348,BRONX,1020.0,MELROSE,1.0,8.0,028,2445.0
299,1282,40.7987701,-73.9453448,MANHATTAN,1464.0,TAFT,1.0,9.0,097,3285.0
415,1460,40.82004,-73.939727,MANHATTAN,664.0,SAMUEL (CITY),2.0,40.0,377,1415.0
1768,3279,40.82689,-73.935883,MANHATTAN,574.0,HARLEM RIVER,0.0,7.0,003,996.0
1891,3552,40.67496,-73.924971,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
1911,3576,40.675502,-73.921156,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
2209,4156,40.8311236,-73.9430122,MANHATTAN,167.0,AUDUBON,0.0,1.0,125,411.0
2309,4260,40.7945349,-73.9485432,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
2311,4263,40.675283,-73.927222,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
2415,4371,40.7890708,-73.9736877,MANHATTAN,158.0,WSUR (SITE C) 589 AMSTERDAM AVENUE,0.0,1.0,174,363.0
2453,4409,40.716899,-73.978211,MANHATTAN,2194.0,BARUCH,1.0,17.0,060,5274.0
2477,4433,40.806126,-73.920067,BRONX,1252.0,MILL BROOK,0.0,9.0,084,2978.0
2538,4498,40.717448,-73.978255,MANHATTAN,2194.0,BARUCH,1.0,17.0,060,5274.0
2550,4511,40.674847,-73.922683,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
2556,4518,40.8123176,-73.9251292,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
2585,4548,40.8051245,-73.9174989,BRONX,1252.0,MILL BROOK,0.0,9.0,084,2978.0
2587,4550,40.818154,-73.889253,BRONX,131.0,HUNTS POINT AVENUE REHAB,0.0,13.0,367,330.0
2629,4595,40.846931,-73.921971,BRONX,783.0,SEDGWICK,0.0,7.0,045,1530.0
2638,4604,40.8694424,-73.8675769,BRONX,878.0,PARKSIDE,0.0,14.0,047,1728.0
2723,4691,40.8231702,-73.9191932,BRONX,841.0,MORRISANIA AIR RIGHTS,0.0,3.0,267,1847.0
2788,4761,40.814486,-73.922739,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
2865,4841,40.675242,-73.926699,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
2876,4852,40.7921456,-73.9478607,MANHATTAN,748.0,CLINTON,2.0,6.0,123,1840.0
2916,4893,40.6576245,-73.8830772,BROOKLYN,1586.0,LINDEN,2.0,19.0,095,3842.0
2918,4895,40.829222,-73.913048,BRONX,107.0,CLAREMONT REHAB (GROUP 3),0.0,5.0,308,263.0
2940,4917,40.720561,-73.976217,MANHATTAN,1860.0,WALD,2.0,16.0,023,4182.0
3004,4985,40.674824,-73.922684,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
3016,4997,40.8204434,-73.94059,MANHATTAN,1211.0,DREW-HAMILTON,0.0,5.0,111,2761.0
3042,5023,40.675242,-73.926699,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
3058,5039,40.675419,-74.008146,BROOKLYN,1470.0,RED HOOK WEST,1.0,14.0,079,3243.0
3093,5074,40.674847,-73.922683,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
3113,5094,40.6758253,-73.9252955,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
3154,5135,40.594896,-74.079593,STATEN ISLAND,421.0,SOUTH BEACH,0.0,8.0,035,956.0
3166,5147,40.69392,-73.978649,BROOKLYN,1826.0,INGERSOLL,1.0,20.0,014,3227.0
3171,5152,40.832918,-73.909989,BRONX,106.0,CLAREMONT REHAB (GROUP 2),0.0,6.0,307,274.0
3244,5225,40.8850213,-73.8452407,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
3303,5284,40.674864,-73.922682,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
3306,5287,40.8143795,-73.9218216,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
3326,5308,40.8852783,-73.846102,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
3380,5362,40.814486,-73.922739,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
3449,5432,40.8156797,-73.9234865,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
3455,5438,40.717093,-73.978296,MANHATTAN,2194.0,BARUCH,1.0,17.0,060,5274.0
3527,5510,40.8258581,-73.9353956,MANHATTAN,574.0,HARLEM RIVER,0.0,7.0,003,996.0
3551,5534,40.7945349,-73.9485432,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
3566,5549,40.693969,-73.97872,BROOKLYN,1826.0,INGERSOLL,1.0,20.0,014,3227.0
3590,5574,40.7163223,-73.979423,MANHATTAN,2194.0,BARUCH,1.0,17.0,060,5274.0
3609,5593,40.720464,-73.97599,MANHATTAN,1860.0,WALD,2.0,16.0,023,4182.0
3653,5638,40.7962234,-73.9653567,MANHATTAN,753.0,DOUGLASS II,0.0,6.0,582,1629.0
3673,5658,40.7890708,-73.9736877,MANHATTAN,158.0,WSUR (SITE C) 589 AMSTERDAM AVENUE,0.0,1.0,174,363.0
3700,5686,40.675556,-74.008631,BROOKLYN,1470.0,RED HOOK WEST,1.0,14.0,079,3243.0
3705,5691,40.7972155,-73.9647059,MANHATTAN,1303.0,DOUGLASS I,0.0,11.0,082,2663.0
3827,5816,40.675242,-73.926699,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
3829,5818,40.67496,-73.924971,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
3836,5826,40.694833,-73.981032,BROOKLYN,1826.0,INGERSOLL,1.0,20.0,014,3227.0
3845,5836,40.789296,-73.9522076,MANHATTAN,1246.0,CARVER,0.0,13.0,058,2787.0
3856,5847,40.7991227,-73.946204,MANHATTAN,1464.0,TAFT,1.0,9.0,097,3285.0
3857,5848,40.7991227,-73.946204,MANHATTAN,1464.0,TAFT,1.0,9.0,097,3285.0
3895,5887,40.720464,-73.97599,MANHATTAN,1860.0,WALD,2.0,16.0,023,4182.0
3970,5964,40.8054921,-73.9191374,BRONX,1252.0,MILL BROOK,0.0,9.0,084,2978.0
4085,6083,40.816377,-73.904484,BRONX,925.0,ADAMS,0.0,7.0,118,2306.0
4171,6177,40.675029,-73.924964,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
4194,6201,40.846314,-73.922475,BRONX,783.0,SEDGWICK,0.0,7.0,045,1530.0
4330,6345,40.6752978,-74.0023368,BROOKLYN,1407.0,RED HOOK EAST,2.0,16.0,004,2940.0
4359,6377,40.821961,-73.87033,BRONX,401.0,CLASON POINT GARDENS,0.0,46.0,011,878.0
4422,6442,40.8347665,-73.9041454,BRONX,1083.0,MORRIS I,0.0,10.0,102,2867.0
4457,6479,40.682517,-73.983844,BROOKLYN,527.0,WYCKOFF GARDENS,0.0,3.0,163,1157.0
4487,6510,40.883283,-73.845567,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
4507,6531,40.7956006,-73.946626,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
4594,6620,40.8219576,-73.8691949,BRONX,401.0,CLASON POINT GARDENS,0.0,46.0,011,878.0
4665,6694,40.885724,-73.842148,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
4668,6697,40.802916,-73.939356,MANHATTAN,90.0,"PARK AVENUE-EAST 122ND, 123RD STREETS",0.0,2.0,204,205.0
4768,6798,40.7960024,-73.942616,MANHATTAN,1299.0,JOHNSON,0.0,10.0,017,2763.0
4782,6812,40.806972,-73.93639,MANHATTAN,188.0,ROBINSON,0.0,1.0,241,394.0
4835,6866,40.674916,-73.923964,BROOKLYN,184.0,KINGSBOROUGH EXTENSION,0.0,1.0,161,199.0
4871,6902,40.7884223,-73.9383736,MANHATTAN,398.0,WILSON,0.0,3.0,112,1303.0
4880,6911,40.693666,-73.973694,BROOKLYN,1652.0,WHITMAN,3.0,15.0,514,3699.0
4882,6913,40.7943728,-73.937365,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
4903,6934,40.693778,-73.975188,BROOKLYN,1652.0,WHITMAN,3.0,15.0,514,3699.0
4975,7007,40.5791534,-73.9989982,BROOKLYN,634.0,GRAVESEND,0.0,15.0,068,1477.0
5095,7129,40.693778,-73.975188,BROOKLYN,1652.0,WHITMAN,3.0,15.0,514,3699.0
5136,7170,40.694468,-73.980833,BROOKLYN,1826.0,INGERSOLL,1.0,20.0,014,3227.0
5257,7294,40.7969992,-73.9648738,MANHATTAN,1303.0,DOUGLASS I,0.0,11.0,082,2663.0
5261,7298,40.847289,-73.922468,BRONX,783.0,SEDGWICK,0.0,7.0,045,1530.0
5275,7315,40.812524,-73.914784,BRONX,282.0,BETANCES IV,0.0,8.0,230,527.0
5275,7315,40.812524,-73.914784,BRONX,100.0,BETANCES V,0.0,6.0,231,263.0
5314,7356,40.846931,-73.921971,BRONX,783.0,SEDGWICK,0.0,7.0,045,1530.0
5337,7379,40.847289,-73.922468,BRONX,783.0,SEDGWICK,0.0,7.0,045,1530.0
5586,7636,40.846314,-73.922475,BRONX,783.0,SEDGWICK,0.0,7.0,045,1530.0
5597,7647,40.718197,-73.981933,MANHATTAN,473.0,GOMPERS,1.0,2.0,100,1202.0
5689,7742,40.674686,-74.005272,BROOKLYN,1407.0,RED HOOK EAST,2.0,16.0,004,2940.0
5833,7890,40.7967541,-73.9424517,MANHATTAN,1299.0,JOHNSON,0.0,10.0,017,2763.0
5850,7909,40.716953,-73.978242,MANHATTAN,2194.0,BARUCH,1.0,17.0,060,5274.0
5855,7914,40.7949,-73.9364788,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
5934,7996,40.7973844,-73.942948,MANHATTAN,1299.0,JOHNSON,0.0,10.0,017,2763.0
5942,8004,40.7859873,-73.9753006,MANHATTAN,35.0,154 WEST 84TH STREET,0.0,1.0,359,89.0
6004,8068,40.675502,-73.921156,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
6099,8164,40.8231702,-73.9191932,BRONX,841.0,MORRISANIA AIR RIGHTS,0.0,3.0,267,1847.0
6191,8257,40.795608,-73.9476054,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
6220,8287,40.8135998,-73.9250921,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
6247,8314,40.826225,-73.936298,MANHATTAN,574.0,HARLEM RIVER,0.0,7.0,003,996.0
6283,8352,40.8347665,-73.9041454,BRONX,1083.0,MORRIS I,0.0,10.0,102,2867.0
6291,8360,40.82151,-73.869645,BRONX,401.0,CLASON POINT GARDENS,0.0,46.0,011,878.0
6292,8361,40.8136735,-73.9228615,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
6315,8385,40.806126,-73.920067,BRONX,1252.0,MILL BROOK,0.0,9.0,084,2978.0
6506,8581,40.7955593,-73.939328,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
6571,8648,40.8347665,-73.9041454,BRONX,1083.0,MORRIS I,0.0,10.0,102,2867.0
6999,9087,40.8135599,-73.9250004,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
7031,9162,40.8143459,-73.9244824,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
7075,9240,40.8143459,-73.9244824,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
7200,9470,40.8135998,-73.9250921,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
7217,9506,40.8147569,-73.9220382,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
7263,9563,40.814486,-73.922739,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
7264,9566,40.814486,-73.922739,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
7276,9581,40.814486,-73.922739,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
7291,9603,40.814486,-73.922739,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
7292,9605,40.814486,-73.922739,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
7313,9627,40.8347665,-73.9041454,BRONX,1083.0,MORRIS I,0.0,10.0,102,2867.0
7437,9815,40.693781,-73.981661,BROOKLYN,1826.0,INGERSOLL,1.0,20.0,014,3227.0
7458,9836,40.885407,-73.842602,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
7459,9837,40.832601,-73.936004,MANHATTAN,983.0,RANGEL,0.0,8.0,037,2316.0
7464,9845,40.695052,-73.981092,BROOKLYN,1826.0,INGERSOLL,1.0,20.0,014,3227.0
7483,9869,40.69388,-73.975225,BROOKLYN,1652.0,WHITMAN,3.0,15.0,514,3699.0
7556,9983,40.716953,-73.978242,MANHATTAN,2194.0,BARUCH,1.0,17.0,060,5274.0
7634,10077,40.694306,-73.98065,BROOKLYN,1826.0,INGERSOLL,1.0,20.0,014,3227.0
7700,10148,40.832601,-73.936004,MANHATTAN,983.0,RANGEL,0.0,8.0,037,2316.0
7717,10165,40.695109,-73.981109,BROOKLYN,1826.0,INGERSOLL,1.0,20.0,014,3227.0
7878,10360,40.7890773,-73.9399092,MANHATTAN,398.0,WILSON,0.0,3.0,112,1303.0
7894,10384,40.7884963,-73.9401068,MANHATTAN,1157.0,EAST RIVER,1.0,10.0,009,2491.0
7957,10463,40.832601,-73.936004,MANHATTAN,983.0,RANGEL,0.0,8.0,037,2316.0
7978,10488,40.7939914,-73.9453045,MANHATTAN,748.0,CLINTON,2.0,6.0,123,1840.0
7987,10497,40.7949684,-73.9458437,MANHATTAN,748.0,CLINTON,2.0,6.0,123,1840.0
8108,10642,40.8859,-73.84444,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
8109,10643,40.8166241,-73.9545553,MANHATTAN,1272.0,MANHATTANVILLE,0.0,6.0,081,2867.0
8111,10645,40.885803,-73.842034,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
8154,10700,40.8054921,-73.9191374,BRONX,1252.0,MILL BROOK,0.0,9.0,084,2978.0
8221,10772,40.7687448,-73.9902906,MANHATTAN,377.0,HARBORVIEW TERRACE,0.0,2.0,262,648.0
8274,10838,40.716751,-73.978088,MANHATTAN,2194.0,BARUCH,1.0,17.0,060,5274.0
8293,10857,40.749512,-74.000769,MANHATTAN,607.0,ELLIOTT,0.0,4.0,015,1415.0
8295,10859,40.749512,-74.000769,MANHATTAN,607.0,ELLIOTT,0.0,4.0,015,1415.0
8297,10861,40.781202,-73.945766,MANHATTAN,537.0,HOLMES TOWERS,0.0,2.0,159,933.0
8329,10895,40.826225,-73.936298,MANHATTAN,574.0,HARLEM RIVER,0.0,7.0,003,996.0
8339,10905,40.8134667,-73.9232611,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
8381,10969,40.7682923,-73.9909005,MANHATTAN,377.0,HARBORVIEW TERRACE,0.0,2.0,262,648.0
8401,11011,40.77357,-73.935775,QUEENS,1104.0,ASTORIA,0.0,22.0,026,3148.0
8403,11013,40.77357,-73.935775,QUEENS,1104.0,ASTORIA,0.0,22.0,026,3148.0
8407,11017,40.773551,-73.93571,QUEENS,1104.0,ASTORIA,0.0,22.0,026,3148.0
8445,11095,40.847289,-73.922468,BRONX,783.0,SEDGWICK,0.0,7.0,045,1530.0
8563,11237,40.675419,-74.008146,BROOKLYN,1470.0,RED HOOK WEST,1.0,14.0,079,3243.0
8567,11245,40.675419,-74.008146,BROOKLYN,1470.0,RED HOOK WEST,1.0,14.0,079,3243.0
8660,11349,40.676281,-74.005879,BROOKLYN,1407.0,RED HOOK EAST,2.0,16.0,004,2940.0
8711,11403,40.886068,-73.844822,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
8743,11437,40.8003363,-73.9345524,MANHATTAN,2154.0,WAGNER,0.0,22.0,074,5133.0
8837,11585,40.7952547,-73.9364733,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
8854,11603,40.8126299,-73.924745,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
8855,11604,40.8126299,-73.924745,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
8856,11605,40.8126299,-73.924745,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
8858,11607,40.8126299,-73.924745,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
8860,11609,40.8126299,-73.924745,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
8963,11718,40.8129913,-73.9242537,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
8964,11719,40.8131243,-73.9238794,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
8968,11723,40.8131243,-73.9238794,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
8976,11737,40.8138179,-73.9230441,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
8985,11756,40.7687607,-73.9903265,MANHATTAN,377.0,HARBORVIEW TERRACE,0.0,2.0,262,648.0
9051,11851,40.675407,-73.927214,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
9054,11854,40.675407,-73.927214,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
9057,11857,40.675458,-73.927211,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
9059,11860,40.675242,-73.926699,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
9075,11880,40.7949684,-73.9458437,MANHATTAN,748.0,CLINTON,2.0,6.0,123,1840.0
9083,11888,40.675126,-73.92579,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
9101,11906,40.8147569,-73.9220382,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
9128,11938,40.8143459,-73.9244824,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
9132,11943,40.8143459,-73.9244824,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
9155,11967,40.675316,-74.00361,BROOKLYN,1407.0,RED HOOK EAST,2.0,16.0,004,2940.0
9182,11998,40.7949897,-73.9396056,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
9197,12015,40.7949897,-73.9396056,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
9200,12018,40.7949897,-73.9396056,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
9223,12061,40.796233,-73.94008,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
9263,12144,40.718197,-73.981933,MANHATTAN,473.0,GOMPERS,1.0,2.0,100,1202.0
9266,12150,40.796233,-73.94008,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
9271,12164,40.795504,-73.9471329,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
9286,12206,40.795504,-73.9471329,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
9293,12225,40.796233,-73.94008,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
9297,12229,40.7956006,-73.946626,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
9317,12249,40.7943728,-73.937365,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
9324,12261,40.795448,-73.9466586,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
9331,12271,40.795448,-73.9466586,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
9416,12404,40.8135998,-73.9250921,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
9419,12408,40.8859,-73.84444,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
9421,12410,40.8859,-73.84444,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
9430,12419,40.8854367,-73.8460618,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
9442,12433,40.8850213,-73.8452407,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
9445,12436,40.8851978,-73.8450684,BRONX,2035.0,EDENWALD,2.0,40.0,057,5181.0
9454,12445,40.8135998,-73.9250921,BRONX,1790.0,PATTERSON,0.0,15.0,024,4356.0
9531,12539,40.795504,-73.9471329,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
9592,12605,40.7867498,-73.9401264,MANHATTAN,1157.0,EAST RIVER,1.0,10.0,009,2491.0
9624,12639,40.7959516,-73.937983,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
9631,12652,40.7973844,-73.942948,MANHATTAN,1299.0,JOHNSON,0.0,10.0,017,2763.0
9672,12712,40.795608,-73.9476054,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
9699,12749,40.7939914,-73.9453045,MANHATTAN,748.0,CLINTON,2.0,6.0,123,1840.0
9712,12765,40.7930328,-73.9486404,MANHATTAN,1246.0,CARVER,0.0,13.0,058,2787.0
9733,12788,40.795448,-73.9466586,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
9872,12930,40.77357,-73.935775,QUEENS,1104.0,ASTORIA,0.0,22.0,026,3148.0
9933,13009,40.781071,-73.945489,MANHATTAN,537.0,HOLMES TOWERS,0.0,2.0,159,933.0
9984,13071,40.7955593,-73.939328,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
10001,13092,40.7981223,-73.9428875,MANHATTAN,1299.0,JOHNSON,0.0,10.0,017,2763.0
10004,13095,40.7967936,-73.9399526,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
10012,13106,40.7967936,-73.9399526,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
10042,13136,40.7959516,-73.937983,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
10044,13138,40.796233,-73.94008,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
10089,13193,40.7930328,-73.9486404,MANHATTAN,1246.0,CARVER,0.0,13.0,058,2787.0
10110,13222,40.7930328,-73.9486404,MANHATTAN,1246.0,CARVER,0.0,13.0,058,2787.0
10112,13224,40.791676,-73.948003,MANHATTAN,748.0,CLINTON,2.0,6.0,123,1840.0
10137,13250,40.791676,-73.948003,MANHATTAN,748.0,CLINTON,2.0,6.0,123,1840.0
10160,13274,40.7942981,-73.9474919,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
10169,13284,40.791676,-73.948003,MANHATTAN,748.0,CLINTON,2.0,6.0,123,1840.0
10172,13288,40.7942981,-73.9474919,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
10191,13308,40.794506,-73.9485589,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
10195,13312,40.7945345,-73.9485436,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
10201,13318,40.7921456,-73.9478607,MANHATTAN,748.0,CLINTON,2.0,6.0,123,1840.0
10204,13321,40.794506,-73.9485589,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
10253,13373,40.7925594,-73.9500783,MANHATTAN,1246.0,CARVER,0.0,13.0,058,2787.0
10294,13415,40.7930328,-73.9486404,MANHATTAN,1246.0,CARVER,0.0,13.0,058,2787.0
10303,13424,40.80109,-73.940504,MANHATTAN,150.0,UPACA (SITE 6),0.0,1.0,355,158.0
10379,13528,40.7959516,-73.937983,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
10381,13530,40.7959516,-73.937983,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
10420,13571,40.8003363,-73.9345524,MANHATTAN,2154.0,WAGNER,0.0,22.0,074,5133.0
10476,13634,40.795448,-73.9466586,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
10477,13637,40.7949897,-73.9396056,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
10498,13662,40.7955593,-73.939328,MANHATTAN,1486.0,JEFFERSON,1.0,18.0,064,3560.0
10669,13864,40.675153,-73.92579,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
10674,13870,40.675153,-73.92579,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
10684,13880,40.7986985,-73.9470043,MANHATTAN,1464.0,TAFT,1.0,9.0,097,3285.0
10691,13888,40.675153,-73.92579,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
10693,13890,40.675153,-73.92579,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
10696,13893,40.675124,-73.92579,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
10697,13896,40.675153,-73.92579,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
10699,13900,40.795448,-73.9466586,MANHATTAN,616.0,LEHMAN VILLAGE,1.0,4.0,101,1430.0
10700,13902,40.781202,-73.945766,MANHATTAN,537.0,HOLMES TOWERS,0.0,2.0,159,933.0
10703,13928,40.674847,-73.922683,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
10743,13999,40.675099,-73.92579,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
10763,14020,40.5788749,-73.999286,BROOKLYN,634.0,GRAVESEND,0.0,15.0,068,1477.0
10780,14045,40.675124,-73.92579,BROOKLYN,1157.0,KINGSBOROUGH,0.0,16.0,010,2430.0
10788,14064,40.801335,-73.933075,MANHATTAN,2154.0,WAGNER,0.0,22.0,074,5133.0
